Easting[m], Northing[m], CH-1.0m
669785.734,5856636.91,3.831
669786.125,5856637.515,3.87
669786.495,5856638.084,3.909
669786.779,5856638.522,4.221
669787.138,5856639.074,4.377
669787.44,5856639.54,4.065
669787.824,5856640.139,4.182
669788.095,5856640.595,3.752
669788.428,5856641.155,3.674
669788.74,5856641.68,3.401
669789.019,5856642.149,4.221
669789.308,5856642.636,4.26
669789.671,5856643.25,4.182
669789.877,5856643.602,4.26
669790.175,5856644.109,3.831
669790.487,5856644.641,4.417
669790.735,5856645.064,4.612
669791.067,5856645.61,4.573
669791.321,5856646.006,4.651
669791.697,5856646.591,4.456
669791.924,5856646.945,4.456
669792.265,5856647.476,4.026
669792.613,5856648.019,4.612
669792.851,5856648.394,4.377
669793.188,5856648.926,4.299
669793.49,5856649.402,4.768
669793.833,5856649.944,5.002
669794.067,5856650.312,5.276
669794.375,5856650.809,5.042
669794.708,5856651.355,5.276
669794.991,5856651.819,6.018
669795.234,5856652.217,6.292
669795.564,5856652.758,6.838
669795.859,5856653.242,7.112
669796.195,5856653.794,6.096
669796.53,5856654.344,6.643
669796.861,5856654.888,6.877
669797.163,5856655.385,6.057
669797.471,5856655.878,5.198
669797.783,5856656.369,4.963
669798.044,5856656.78,5.432
669798.34,5856657.246,5.12
669798.687,5856657.792,4.69
669798.951,5856658.204,5.237
669799.187,5856658.559,5.94
669799.46,5856658.971,5.784
669799.67,5856659.287,5.627
669799.954,5856659.715,5.432
669800.191,5856660.072,5.51
669800.424,5856660.391,5.393
669800.696,5856660.756,5.159
669800.923,5856661.062,5.159
669801.204,5856661.439,5.706
669801.388,5856661.686,5.94
669801.618,5856661.996,5.706
669801.83,5856662.285,5.588
669802.051,5856662.585,6.057
669802.222,5856662.817,5.901
669802.417,5856663.082,5.784
669802.598,5856663.38,5.94
669802.668,5856663.575,6.018
669802.758,5856663.828,5.432
669802.829,5856664.026,5.471
669802.925,5856664.294,5.471
669803.008,5856664.525,5.432
669803.073,5856664.718,5.198
669803.15,5856664.948,5.432
669803.23,5856665.187,5.901
669803.294,5856665.378,5.94
669803.362,5856665.581,5.94
669803.387,5856665.738,5.706
669803.383,5856665.911,5.862
669803.38,5856666.058,5.784
669803.376,5856666.245,5.784
669803.372,5856666.415,6.174
669803.357,5856666.601,5.706
669803.329,5856666.777,5.432
669803.298,5856666.965,5.94
669803.269,5856667.141,6.018
669803.231,5856667.371,6.526
669803.189,5856667.491,5.588
669803.088,5856667.632,5.12
669803.006,5856667.748,4.924
669802.908,5856667.884,5.354
669802.832,5856667.992,5.862
669802.734,5856668.123,5.51
669802.566,5856668.277,4.924
669802.435,5856668.398,5.393
669802.283,5856668.539,5.784
669802.143,5856668.667,5.862
669801.996,5856668.803,5.94
669801.805,5856668.886,5.12
669801.565,5856668.968,6.135
669801.323,5856669.05,4.807
669801.129,5856669.115,4.612
669800.891,5856669.196,5.315
669800.598,5856669.288,5.393
669800.407,5856669.343,5.667
669800.133,5856669.422,5.823
669799.848,5856669.504,5.432
669799.594,5856669.577,5.901
669799.309,5856669.637,5.588
669798.996,5856669.596,5.627
669798.733,5856669.561,5.667
669798.384,5856669.515,5.784
669798.159,5856669.485,5.862
669797.821,5856669.441,5.588
669797.536,5856669.299,5.588
669797.275,5856669.146,6.135
669796.952,5856668.956,5.823
669796.626,5856668.765,6.174
669796.41,5856668.638,5.901
669796.041,5856668.349,5.51
669795.744,5856668.049,5.237
669795.51,5856667.813,5.276
669795.17,5856667.471,5.081
669794.928,5856667.226,5.667
669794.599,5856666.88,5.354
669794.33,5856666.479,5.627
669794.011,5856666.006,6.096
669793.797,5856665.688,6.174
669793.484,5856665.223,5.51
669793.242,5856664.804,5.315
669793.073,5856664.432,4.963
669792.864,5856663.969,4.377
669792.691,5856663.586,5.042
669792.52,5856663.209,5.081
669792.318,5856662.761,5.237
669792.104,5856662.23,5.002
669791.893,5856661.704,5.549
669791.714,5856661.258,5.51
669791.528,5856660.792,5.627
669791.308,5856660.245,5.159
669791.072,5856659.664,5.159
669790.905,5856659.257,5.002
669790.624,5856658.569,5.276
669790.464,5856658.178,5.159
669789.995,5856657.052,4.768
669789.757,5856656.53,4.534
669789.55,5856656.076,5.823
669789.3,5856655.525,5.081
669789.085,5856655.053,5.823
669788.817,5856654.481,6.292
669788.577,5856654.045,6.292
669788.283,5856653.509,6.096
669788.064,5856653.11,6.096
669787.763,5856652.561,6.174
669787.51,5856652.101,6.292
669787.194,5856651.54,6.37
669786.892,5856651.013,6.252
669786.625,5856650.547,6.682
669786.286,5856649.955,6.682
669785.941,5856649.352,5.901
669785.693,5856648.932,5.627
669785.295,5856648.307,5.667
669784.906,5856647.698,5.588
669784.533,5856647.112,5.667
669784.211,5856646.606,5.315
669783.803,5856645.968,5.471
669783.425,5856645.393,5.081
669782.994,5856644.737,4.495
669782.563,5856644.081,4.768
669782.107,5856643.388,4.456
669781.729,5856642.81,4.963
669781.338,5856642.198,4.26
669780.964,5856641.612,4.377
669780.525,5856640.924,4.573
669780.115,5856640.282,4.417
669779.761,5856639.727,4.338
669779.334,5856639.069,4.612
669778.892,5856638.39,4.612
669778.555,5856637.871,3.948
669778.091,5856637.159,4.182
669777.662,5856636.499,4.104
669777.333,5856636.017,4.065
669776.848,5856635.335,4.221
669776.444,5856634.768,4.534
669776.078,5856634.253,4.338
669775.626,5856633.618,4.573
669775.156,5856632.944,4.807
669774.859,5856632.496,4.299
669774.424,5856631.838,4.221
669773.995,5856631.191,4.456
669773.665,5856630.692,4.885
669773.259,5856630.079,4.534
669772.826,5856629.391,4.963
669772.436,5856628.762,5.198
669772.1,5856628.22,5.002
669771.725,5856627.616,5.94
669771.404,5856627.099,4.807
669771.011,5856626.481,5.081
669770.566,5856625.801,5.393
669770.277,5856625.359,5.198
669769.894,5856624.776,4.69
669769.437,5856624.078,5.081
669769.115,5856623.58,4.807
669768.772,5856623.035,5.315
669768.41,5856622.458,4.924
669768.047,5856621.88,4.573
669767.656,5856621.258,4.651
669767.381,5856620.82,3.831
669766.915,5856620.096,4.182
669766.569,5856619.561,3.909
669766.099,5856618.833,4.299
669765.733,5856618.268,4.26
669765.315,5856617.621,5.315
669764.871,5856616.917,5.276
669764.581,5856616.457,5.237
669764.166,5856615.798,4.768
669763.847,5856615.292,4.768
669763.455,5856614.669,4.729
669763.008,5856613.907,5.042
669762.781,5856613.511,4.963
669762.382,5856612.815,4.768
669761.982,5856612.119,4.729
669761.695,5856611.618,5.354
669761.317,5856610.985,5.159
669760.993,5856610.468,5.12
669760.688,5856609.981,5.002
669760.34,5856609.427,5.276
669760.03,5856608.932,5.002
669759.664,5856608.349,5.159
669759.382,5856607.904,5.081
669759.096,5856607.454,4.846
669758.707,5856606.841,5.159
669758.458,5856606.449,5.471
669757.861,5856605.525,5.12
669757.556,5856605.064,5.042
669757.263,5856604.623,5.745
669756.933,5856604.125,5.706
669756.674,5856603.735,5.706
669756.408,5856603.317,5.393
669756.099,5856602.789,5.432
669755.842,5856602.351,5.862
669755.302,5856601.432,6.057
669755.008,5856600.942,5.94
669754.615,5856600.378,5.432
669754.281,5856599.899,5.12
669753.965,5856599.445,5.002
669753.597,5856598.917,4.69
669753.202,5856598.349,5.315
669752.787,5856597.8,5.432
669752.346,5856597.23,5.549
669751.975,5856596.752,5.393
669751.498,5856596.136,5.745
669751.133,5856595.666,5.901
669750.645,5856595.038,5.588
669749.915,5856594.099,6.838
669749.461,5856593.515,6.252
669749.153,5856593.118,5.979
669748.739,5856592.576,5.823
669748.388,5856592.112,5.51
669748.002,5856591.601,5.354
669747.674,5856591.166,5.354
669747.244,5856590.597,5.354
669746.923,5856590.169,5.627
669746.514,5856589.598,5.471
669746.187,5856589.143,5.081
669745.84,5856588.66,5.315
669745.454,5856588.123,5.588
669745.176,5856587.735,5.432
669744.735,5856587.168,5.627
669744.331,5856586.656,5.823
669743.984,5856586.217,6.057
669743.622,5856585.758,6.096
669743.296,5856585.345,5.276
669742.916,5856584.837,5.667
669742.482,5856584.224,4.885
669742.262,5856583.913,5.081
669741.884,5856583.379,5.471
669741.606,5856582.987,5.12
669741.239,5856582.474,4.924
669740.908,5856582.032,5.002
669740.582,5856581.593,4.768
669740.241,5856581.137,5.042
669739.871,5856580.641,5.471
669739.623,5856580.309,5.745
669739.253,5856579.804,5.667
669738.972,5856579.419,6.292
669738.607,5856578.918,6.135
669738.228,5856578.399,5.588
669737.924,5856577.982,4.221
669737.532,5856577.4,5.081
669737.253,5856576.974,5.706
669736.884,5856576.408,5.354
669736.465,5856575.766,4.885
669736.082,5856575.181,4.69
669735.77,5856574.722,4.612
669735.399,5856574.181,4.573
669735.113,5856573.762,4.456
669734.732,5856573.206,3.948
669734.384,5856572.697,4.338
669734.059,5856572.23,4.534
669733.702,5856571.725,4.651
669733.396,5856571.293,4.221
669733.026,5856570.77,5.002
669732.686,5856570.29,4.924
669732.394,5856569.878,5.276
669731.995,5856569.325,4.534
669731.675,5856568.88,4.417
669731.298,5856568.358,4.534
669730.967,5856567.897,4.299
669730.607,5856567.398,4.924
669730.205,5856566.841,5.002
669729.901,5856566.419,4.065
669729.505,5856565.87,4.026
669729.114,5856565.329,4.885
669728.789,5856564.879,4.768
669728.401,5856564.334,5.12
669728.125,5856563.942,4.612
669727.741,5856563.397,4.807
669727.382,5856562.888,4.807
669727.059,5856562.431,4.612
669726.681,5856561.903,5.081
669726.341,5856561.457,5.549
669725.924,5856560.909,5.081
669725.578,5856560.455,5.51
669725.213,5856559.976,4.651
669724.877,5856559.536,5.315
669724.479,5856558.96,5.081
669724.163,5856558.491,5.002
669723.746,5856557.872,5.198
669723.419,5856557.386,5.354
669723.06,5856556.853,5.12
669722.678,5856556.29,5.471
669722.266,5856555.686,5.588
669721.955,5856555.229,5.081
669721.57,5856554.665,5.432
669721.172,5856554.081,5.706
669720.79,5856553.47,5.315
669720.553,5856553.082,8.01
669720.177,5856552.466,6.721
669719.899,5856552.011,6.096
669719.521,5856551.392,6.448
669719.215,5856550.924,5.627
669718.868,5856550.432,5.667
669718.455,5856549.847,5.315
669718.044,5856549.266,5.667
669717.695,5856548.77,5.276
669717.282,5856548.186,5.706
669716.943,5856547.712,5.51
669716.519,5856547.121,5.588
669716.091,5856546.525,5.237
669715.775,5856546.083,5.198
669715.345,5856545.483,4.807
669714.934,5856544.917,5.159
669714.607,5856544.47,5.51
669714.139,5856543.83,5.159
669713.812,5856543.383,5.862
669713.365,5856542.771,5.276
669713.041,5856542.33,5.393
669712.58,5856541.709,5.081
669712.136,5856541.109,4.729
669711.815,5856540.678,4.885
669711.405,5856540.125,4.69
669711.034,5856539.625,4.69
669710.615,5856539.049,5.159
669710.31,5856538.63,5.159
669709.898,5856538.065,5.042
669709.563,5856537.605,4.338
669709.152,5856537.039,4.377
669708.764,5856536.514,4.807
669708.373,5856535.989,5.862
669707.996,5856535.482,5.627
669707.659,5856535.029,6.135
669707.262,5856534.496,6.448
669706.864,5856533.945,5.667
669706.484,5856533.397,5.393
669706.018,5856532.724,4.768
669705.563,5856532.067,4.69
669705.208,5856531.553,4.495
669704.805,5856530.966,4.182
669704.453,5856530.449,4.065
669704.054,5856529.863,4.338
669703.676,5856529.308,4.026
669703.338,5856528.811,4.26
669702.894,5856528.167,4.651
669702.573,5856527.713,3.909
669702.196,5856527.181,3.987
669701.873,5856526.724,4.377
669701.481,5856526.17,4.69
669701.122,5856525.664,4.729
669700.693,5856525.025,3.948
669700.356,5856524.518,4.065
669699.956,5856523.918,4.26
669699.507,5856523.242,3.987
669699.099,5856522.628,4.182
669698.714,5856521.998,5.237
669698.339,5856521.348,4.885
669698.072,5856520.886,5.002
669697.678,5856520.203,4.573
669697.255,5856519.471,4.377
669696.916,5856518.894,4.768
669696.597,5856518.374,4.456
669696.212,5856517.747,4.69
669695.862,5856517.176,4.26
669695.452,5856516.507,3.909
669695.045,5856515.844,4.065
669694.685,5856515.244,4.182
669694.361,5856514.703,3.87
669693.934,5856513.991,4.377
669693.616,5856513.46,4.065
669693.234,5856512.824,3.987
669692.859,5856512.2,4.143
669692.419,5856511.474,3.792
669691.952,5856510.702,4.104
669691.59,5856510.104,4.26
669691.179,5856509.424,4.338
669690.768,5856508.735,4.456
669690.305,5856507.922,4.651
669689.952,5856507.305,4.417
669689.55,5856506.599,4.768
669689.051,5856505.725,5.198
669688.745,5856505.211,5.588
669688.358,5856504.602,5.94
669688.02,5856504.069,6.252
669687.596,5856503.402,6.252
669687.287,5856502.915,6.018
669686.931,5856502.355,5.862
669686.445,5856501.703,6.057
669686.024,5856501.145,5.706
669685.584,5856500.563,5.588
669685.154,5856499.993,5.276
669684.744,5856499.45,5.627
669684.378,5856498.966,5.315
669683.946,5856498.395,5.12
669683.639,5856497.99,5.198
669683.264,5856497.495,5.159
669682.967,5856497.102,5.588
669682.587,5856496.563,5.979
669682.291,5856496.095,5.51
669681.94,5856495.538,5.51
669681.612,5856495.018,5.393
669681.237,5856494.425,5.667
669680.949,5856493.968,5.549
669680.582,5856493.376,4.456
669680.336,5856492.981,4.924
669679.944,5856492.351,5.393
669679.663,5856491.898,5.51
669679.364,5856491.417,5.549
669678.989,5856490.832,5.471
669678.585,5856490.213,5.667
669678.265,5856489.721,5.393
669677.909,5856489.175,5.706
669677.614,5856488.722,5.393
669677.205,5856488.086,6.057
669676.863,5856487.546,5.706
669676.451,5856486.893,5.237
669676.07,5856486.292,5.51
669675.692,5856485.694,5.354
669675.347,5856485.155,4.768
669675.025,5856484.654,5.159
669674.631,5856484.041,4.963
669674.276,5856483.489,5.159
669673.972,5856483.016,5.198
669673.589,5856482.407,5.432
669673.278,5856481.89,5.276
669672.976,5856481.387,5.471
669672.688,5856480.907,5.081
669672.332,5856480.314,4.69
669672.054,5856479.851,4.69
669671.706,5856479.292,4.768
669671.309,5856478.658,4.495
669671.017,5856478.192,4.651
669670.622,5856477.561,5.12
669670.282,5856477.018,4.729
669669.602,5856476.005,4.026
669669.196,5856475.408,4.456
669668.812,5856474.844,4.338
669668.468,5856474.338,4.807
669668.049,5856473.701,4.456
669667.716,5856473.155,4.924
669667.377,5856472.6,4.963
669667.065,5856472.088,5.081
669666.76,5856471.589,4.963
669666.397,5856470.992,5.784
669666.02,5856470.391,5.784
669665.659,5856469.817,6.174
669665.323,5856469.282,5.901
669664.919,5856468.64,6.409
669664.637,5856468.192,5.94
669664.246,5856467.589,5.862
669663.874,5856467.033,6.174
669663.593,5856466.612,6.213
669663.25,5856466.099,6.057
669662.872,5856465.533,5.706
669662.572,5856465.071,5.784
669662.192,5856464.441,5.745
669661.778,5856463.751,5.432
669661.494,5856463.28,5.549
669661.122,5856462.662,5.549
669660.816,5856462.155,5.901
669660.417,5856461.497,5.588
669660.11,5856460.991,5.862
669659.693,5856460.305,5.159
669659.351,5856459.741,5.588
669658.961,5856459.123,5.432
669658.654,5856458.683,5.51
669658.238,5856458.087,5.588
669657.893,5856457.592,5.276
669657.481,5856457.002,5.354
669657.041,5856456.371,5.432
669646.383,5856437.265,7.19
669646.221,5856437.17,7.073
669646.045,5856437.067,6.565
669645.887,5856436.974,6.526
669645.69,5856436.858,6.252
669645.522,5856436.76,6.331
669645.378,5856436.688,6.213
669645.205,5856436.606,6.448
669645.07,5856436.542,6.448
669644.891,5856436.457,6.643
669644.719,5856436.375,6.409
669644.602,5856436.318,7.034
669644.437,5856436.235,7.073
669644.311,5856436.172,6.995
669644.152,5856436.093,7.463
669644.028,5856436.03,8.518
669643.854,5856435.976,8.635
669643.653,5856436.045,8.284
669643.493,5856436.1,8.596
669643.296,5856436.167,8.831
669643.136,5856436.222,8.245
669642.935,5856436.291,8.557
669642.797,5856436.427,8.752
669642.679,5856436.562,8.362
669642.543,5856436.718,8.127
669642.417,5856436.862,8.635
669642.294,5856437.003,8.792
669642.179,5856437.22,8.401
669642.101,5856437.435,6.995
669642.014,5856437.678,6.682
669641.923,5856437.931,6.643
669641.84,5856438.16,6.135
669641.743,5856438.449,5.667
669641.679,5856438.643,3.752
669641.589,5856438.916,4.338
669641.521,5856439.123,5.042
669641.427,5856439.408,3.479
669641.394,5856439.647,3.674
669641.43,5856439.922,3.01
669641.471,5856440.244,3.167
669641.509,5856440.541,2.659
669641.541,5856440.789,2.815
669641.58,5856441.092,2.932
669641.625,5856441.339,2.502
669641.662,5856441.541,2.581
669641.707,5856441.794,2.737
669641.754,5856442.049,2.815
669641.799,5856442.299,1.409
669641.953,5856442.778,5.237
669642.033,5856442.939,5.002
669642.137,5856443.147,5.745
669642.241,5856443.356,5.667
669642.349,5856443.572,5.471
669642.421,5856443.717,5.627
669642.616,5856443.916,5.159
669642.882,5856444.157,4.612
669643.056,5856444.314,4.495
669643.309,5856444.543,5.237
669643.531,5856444.744,5.901
669643.758,5856444.998,5.276
669644.032,5856445.426,4.495
669644.215,5856445.71,4.495
669644.475,5856446.115,4.729
669644.715,5856446.489,4.729
669644.933,5856446.804,4.495
669645.228,5856447.213,4.534
669645.395,5856447.446,4.612
669645.621,5856447.76,4.534
669645.888,5856448.13,4.651
669646.071,5856448.396,4.338
669646.307,5856448.788,4.846
669646.545,5856449.184,4.69
669646.745,5856449.518,4.807
669646.927,5856449.82,4.768
669647.174,5856450.229,4.807
669647.417,5856450.609,4.729
669647.654,5856450.978,4.768
669647.873,5856451.319,4.807
669648.12,5856451.704,5.12
669648.412,5856452.159,5.081
669648.623,5856452.498,5.002
669648.906,5856452.958,5.51
669649.104,5856453.281,5.745
669649.394,5856453.751,5.823
669649.664,5856454.19,5.667
669649.886,5856454.543,6.057
669650.19,5856454.996,5.549
669650.424,5856455.344,5.823
669650.697,5856455.75,5.784
669651.015,5856456.225,5.393
669651.324,5856456.686,6.018
669651.532,5856456.997,6.018
669651.828,5856457.441,5.549
669652.013,5856457.716,5.627
669652.27,5856458.102,6.252
669652.517,5856458.472,6.213
669652.826,5856458.912,5.823
669653.08,5856459.266,5.51
669653.346,5856459.636,5.12
669653.616,5856460.013,5.667
669653.898,5856460.406,5.432
669654.275,5856460.94,5.862
669654.521,5856461.297,4.338
669654.912,5856461.864,4.338
669655.203,5856462.285,4.456
669655.617,5856462.885,4.417
669655.952,5856463.392,4.377
669656.171,5856463.729,4.26
669656.542,5856464.304,4.182
669656.8,5856464.702,3.948
669657.123,5856465.201,3.948
669657.405,5856465.639,4.104
669657.708,5856466.149,4.456
669657.982,5856466.611,4.729
669658.306,5856467.156,5.471
669658.603,5856467.654,5.823
669658.834,5856468.044,5.354
669659.181,5856468.591,5.471
669659.468,5856469.039,5.51
669659.737,5856469.458,5.198
669660.091,5856470.01,5.354
669660.354,5856470.42,4.963
669660.697,5856470.969,5.667
669661.043,5856471.537,5.588
669661.326,5856472.002,5.432
669661.624,5856472.491,4.768
669661.96,5856473.043,4.182
669662.297,5856473.595,4.573
669662.54,5856473.991,4.534
669662.868,5856474.527,4.221
669663.083,5856474.88,4.651
669663.417,5856475.426,4.885
669663.674,5856475.845,4.69
669664.007,5856476.391,4.573
669664.339,5856476.935,5.784
669664.614,5856477.386,5.667
669664.93,5856477.904,5.081
669665.168,5856478.294,4.651
669665.506,5856478.875,5.315
669665.776,5856479.358,5.237
669666.11,5856479.955,5.432
669666.387,5856480.452,5.471
669666.774,5856481.145,5.51
669667.045,5856481.643,5.159
669667.292,5856482.127,5.432
669667.56,5856482.651,4.885
669667.876,5856483.269,5.276
669668.112,5856483.731,5.354
669668.373,5856484.243,5.393
669668.727,5856484.793,4.729
669669.115,5856485.374,5.276
669669.428,5856485.842,5.315
669670.168,5856486.949,5.002
669670.9,5856487.944,5.354
669671.27,5856488.448,5.159
669671.575,5856488.862,5.159
669671.936,5856489.353,5.432
669672.304,5856489.917,5.471
669672.676,5856490.504,5.471
669672.982,5856490.989,5.198
669673.336,5856491.548,4.221
669673.65,5856492.044,4.456
669674.03,5856492.652,3.674
669674.325,5856493.129,3.87
669674.724,5856493.776,4.104
669675.001,5856494.222,4.026
669675.371,5856494.821,4.221
669676.041,5856495.95,4.768
669676.356,5856496.501,4.495
669676.702,5856497.105,4.26
669677.029,5856497.677,4.338
669677.308,5856498.165,4.456
669677.707,5856498.804,4.495
669678.456,5856499.956,4.456
669678.776,5856500.449,4.651
669679.133,5856501,5.042
669679.469,5856501.496,5.002
669679.864,5856502.05,5.002
669680.171,5856502.481,5.354
669680.567,5856503.038,5.081
669680.958,5856503.587,5.667
669681.396,5856504.205,5.862
669681.697,5856504.636,5.901
669682.041,5856505.128,5.393
669682.395,5856505.634,5.784
669682.774,5856506.177,5.667
669683.083,5856506.618,5.198
669683.449,5856507.145,5.002
669683.796,5856507.646,4.573
669684.17,5856508.184,4.963
669684.532,5856508.707,4.729
669684.864,5856509.185,4.495
669685.243,5856509.74,4.846
669685.703,5856510.433,4.573
669686.048,5856510.953,4.846
669686.472,5856511.591,4.768
669686.894,5856512.226,4.768
669687.251,5856512.798,4.885
669687.617,5856513.41,3.948
669687.916,5856513.908,3.87
669688.207,5856514.394,3.284
669688.542,5856514.953,3.479
669688.909,5856515.557,3.909
669689.309,5856516.195,3.909
669689.559,5856516.593,4.221
669689.908,5856517.15,3.987
669690.2,5856517.615,4.104
669690.552,5856518.174,4.26
669690.955,5856518.775,4.221
669691.249,5856519.215,3.518
669691.599,5856519.737,3.635
669691.96,5856520.276,3.987
669692.349,5856520.858,3.752
669692.673,5856521.344,3.596
669693.034,5856521.886,3.479
669693.448,5856522.509,3.01
669693.798,5856523.037,3.284
669694.216,5856523.666,3.284
669694.605,5856524.266,3.323
669694.941,5856524.806,3.245
669695.342,5856525.452,3.401
669695.665,5856525.97,3.948
669696.02,5856526.542,3.87
669696.4,5856527.153,3.831
669696.803,5856527.809,3.987
669697.224,5856528.494,4.065
669697.465,5856528.887,3.909
669697.914,5856529.619,4.221
669698.213,5856530.106,4.143
669698.682,5856530.832,3.831
669699.091,5856531.451,4.456
669699.51,5856532.085,3.87
669699.892,5856532.663,4.104
669700.361,5856533.372,3.792
669700.789,5856534.023,3.831
669701.109,5856534.512,3.948
669701.552,5856535.185,3.831
669701.97,5856535.822,4.221
669702.402,5856536.481,4.495
669702.687,5856536.886,4.456
669703.107,5856537.458,4.534
669703.607,5856538.138,4.534
669703.88,5856538.511,4.456
669704.238,5856538.998,4.573
669704.635,5856539.539,4.299
669705.05,5856540.125,4.69
669705.492,5856540.749,5.042
669705.857,5856541.263,4.924
669706.275,5856541.852,5.002
669706.597,5856542.306,4.924
669706.998,5856542.884,5.745
669707.407,5856543.476,5.627
669707.805,5856544.054,5.159
669708.156,5856544.562,4.495
669708.606,5856545.215,4.456
669709.014,5856545.834,4.729
669709.321,5856546.319,4.456
669709.612,5856546.778,4.69
669710.012,5856547.408,4.377
669710.409,5856548.036,4.417
669710.663,5856548.436,4.846
669711.084,5856549.078,4.573
669711.356,5856549.493,4.417
669711.731,5856550.065,4.729
669712.125,5856550.666,4.69
669712.418,5856551.113,4.417
669712.808,5856551.69,5.706
669713.151,5856552.193,4.729
669713.591,5856552.839,4.885
669713.877,5856553.259,4.768
669714.257,5856553.816,4.807
669714.695,5856554.465,4.495
669715.101,5856555.072,4.299
669715.56,5856555.758,4.182
669715.889,5856556.251,4.612
669716.385,5856556.993,3.87
669716.805,5856557.625,3.87
669717.079,5856558.037,4.065
669717.474,5856558.633,4.377
669717.806,5856559.133,4.417
669718.188,5856559.71,4.221
669718.484,5856560.153,3.987
669718.853,5856560.702,4.377
669719.214,5856561.238,4.495
669719.643,5856561.875,4.495
669719.924,5856562.293,4.377
669720.332,5856562.893,4.534
669720.618,5856563.291,4.221
669720.965,5856563.776,4.377
669721.298,5856564.242,4.495
669721.668,5856564.758,4.026
669722.044,5856565.282,4.299
669722.361,5856565.728,4.612
669722.656,5856566.143,4.26
669723.056,5856566.706,3.674
669723.428,5856567.229,4.104
669723.765,5856567.704,3.596
669724.048,5856568.107,4.26
669724.429,5856568.669,5.002
669724.707,5856569.078,4.26
669725.093,5856569.648,4.495
669725.457,5856570.184,3.674
669725.724,5856570.577,4.729
669726.044,5856571.053,4.26
669726.418,5856571.61,4.338
669726.821,5856572.208,4.612
669727.075,5856572.585,4.69
669727.365,5856573.017,3.948
669727.701,5856573.481,4.768
669728.145,5856574.065,5.315
669728.43,5856574.439,5.393
669728.697,5856574.789,4.924
669729.063,5856575.271,5.276
669729.589,5856576.097,6.292
669729.853,5856576.569,6.448
669730.042,5856576.906,5.354
669730.304,5856577.375,4.729
669730.521,5856577.712,4.495
669730.694,5856577.942,4.612
669730.859,5856578.161,4.807
669731.058,5856578.424,4.534
669731.211,5856578.627,4.885
669731.397,5856578.877,5.002
669731.526,5856579.063,5.276
669731.665,5856579.264,5.745
669731.789,5856579.443,5.315
669731.906,5856579.613,4.846
669732.037,5856579.802,4.846
669732.186,5856579.979,4.69
669732.402,5856580.229,4.651
669732.547,5856580.396,4.612
669732.707,5856580.582,4.417
669732.871,5856580.771,4.807
669733.03,5856580.948,4.846
669733.177,5856581.103,4.651
669733.326,5856581.261,4.534
669733.483,5856581.427,4.612
669733.66,5856581.615,5.588
669733.79,5856581.76,5.315
669733.903,5856581.939,4.651
669734.05,5856582.171,4.963
669734.136,5856582.308,5.471
669734.267,5856582.515,5.471
669734.361,5856582.664,5.042
669734.512,5856582.884,5.12
669734.646,5856583.079,5.042
669734.775,5856583.265,5.159
669734.939,5856583.504,4.924
669735.091,5856583.724,4.768
669735.282,5856584.013,4.768
669735.461,5856584.288,4.573
669735.707,5856584.666,4.377
669735.85,5856584.887,4.065
669736.071,5856585.226,4.534
669736.244,5856585.491,4.534
669736.494,5856585.87,4.729
669736.752,5856586.259,4.495
669736.965,5856586.581,4.924
669737.502,5856587.399,4.768
669737.722,5856587.743,4.885
669737.922,5856588.056,4.846
669738.143,5856588.4,4.963
669738.409,5856588.815,5.198
669738.593,5856589.104,4.612
669738.874,5856589.546,4.651
669739.089,5856589.887,5.12
669739.371,5856590.333,4.651
669739.622,5856590.729,4.729
669739.826,5856591.051,4.534
669740.142,5856591.533,4.729
669740.384,5856591.895,4.495
669740.959,5856592.759,4.299
669741.278,5856593.238,4.299
669741.816,5856593.989,4.768
669742.142,5856594.436,4.299
669742.499,5856594.923,4.377
669742.767,5856595.289,4.299
669743.111,5856595.761,4.338
669743.386,5856596.158,4.26
669743.75,5856596.684,4.612
669744.043,5856597.108,5.002
669744.306,5856597.487,5.315
669744.618,5856597.939,5.588
669745.162,5856598.754,5.198
669745.423,5856599.145,5.042
669745.751,5856599.638,4.69
669746.07,5856600.118,4.963
669746.278,5856600.443,5.002
669746.518,5856600.839,5.51
669746.83,5856601.354,5.706
669747.032,5856601.686,5.393
669747.308,5856602.141,5.12
669747.631,5856602.587,5.276
669747.875,5856602.892,5.51
669748.193,5856603.29,5.588
669748.446,5856603.606,5.081
669749.04,5856604.373,4.807
669749.336,5856604.863,4.768
669749.588,5856605.279,4.534
669749.914,5856605.819,4.065
669750.213,5856606.314,4.69
669750.569,5856606.895,4.534
669750.835,5856607.282,4.573
669751.173,5856607.776,4.495
669751.397,5856608.103,4.573
669751.747,5856608.613,4.651
669752.034,5856609.032,4.768
669752.329,5856609.475,4.729
669752.647,5856609.964,5.237
669752.903,5856610.36,5.002
669753.238,5856610.875,4.768
669753.529,5856611.323,5.276
669753.806,5856611.758,5.002
669754.071,5856612.201,5.237
669754.338,5856612.647,5.002
669754.58,5856613.053,5.393
669754.865,5856613.529,4.612
669755.108,5856613.935,3.909
669755.429,5856614.462,4.885
669755.741,5856614.971,4.456
669756.016,5856615.419,4.417
669756.275,5856615.842,4.885
669756.572,5856616.326,4.338
669756.871,5856616.809,4.065
669757.172,5856617.292,4.026
669757.435,5856617.715,4.026
669757.767,5856618.246,4.26
669758.081,5856618.75,3.909
669758.329,5856619.151,4.065
669758.731,5856619.817,4.143
